code,description,status,superseded_by
29055998,Other,current,
72099080,Other,current,
44034985,Other,current,
76169990,Other,current,
90065380,Other,current,
72091810,Electrical,current,
28042910,Helium,current,
20089703,In immediate packings of a net content exceeding 1 kg,current,
87150090,Parts,current,
70072120,Of size and shape suitable for incorporation in motor vehicles,current,
68042250,Of other materials,current,
15041099,Other,current,
22042993,White,current,
76151080,Other,current,
50040090,Other,current,
50050010,"Unbleached, scoured or bleached",current,
27101946,"With a sulphur content exceeding 0,001 % by weight but not exceeding 0,002 % by weight",current,
03049965,Monkfish (Lophius spp.),current,
39079110,Liquid,current,
85491390,Other,current,
64061090,Of other materials,current,
27129031,For undergoing a specific process,current,
51091010,"In balls, hanks or skeins, of a weight exceeding 125 g but not exceeding 500 g",current,
72072011,Of free-cutting steel,current,
90192010,"Mechanical ventilation apparatus, capable of providing invasive ventilation",current,
82075060,Of high speed steel,current,
29037790,Other,current,
61153090,Of other textile materials,current,
64029998,For women,current,
04041054,Exceeding 27 %,current,
72091690,Other,current,
87043199,Used,current,
22089069,Other spirituous beverages,current,
47079010,Unsorted,current,
68042230,Of ceramics or silicates,current,
90014080,Other,current,
42021219,Other,current,
48139090,Other,current,
42029110,"Travelling-bags, toilet bags, rucksacks and sports bags",current,
84521011,"Sewing machines having a value (not including frames, tables or furniture) of more than € 65 each",current,
33011310,Not deterpenated,current,
84238121,Check weighers and automatic control machines operating by reference to a pre-determined weight,current,
22042280,Other,current,
39209952,"Poly(vinyl fluoride) sheet; biaxially oriented poly(vinyl alcohol) film, containing by weight 97 % or more of poly(vinyl alcohol), uncoated, of a thickness not exceeding 1 mm",current,
84671110,Metalworking,current,
48201090,Other,current,
90330010,"Light-emitting diode (LED) backlight modules, which are lighting sources that consist of one or more LEDs, and one or more connectors and are mounted on a printed circuit or other similar substrate, and other passive components, whether or not combined with optical components or protective diodes, and used as backlight illumination for liquid crystal displays (LCDs)",current,
28402010,"Borates of sodium, anhydrous",current,
72221119,"Less than 2,5 % of nickel",current,
20029080,With a dry matter content of more than 34 % by weight,current,
61052090,Of artificial fibres,current,
08021110,Bitter,current,
04032033,Exceeding 3 % but not exceeding 6 %,current,
40169952,Rubber-to-metal bonded parts,current,
50072039,Other,current,
51061090,Other,current,
62044910,Of silk or silk waste,current,
72072019,Forged,current,
43031010,Of furskins of whitecoat pups of harp seal or of pups of hooded seal (blue-backs),current,
02101139,Shoulders and cuts thereof,current,
44089095,Of a thickness exceeding 1 mm,current,
41079910,Bovine (including buffalo) leather,current,
90283011,For single-phase,current,
37029610,Microfilm; film for the graphic arts,current,
84798970,Automated electronic component placement machines of a kind used solely or principally for the manufacture of printed circuit assemblies,current,
11042951,Of wheat,current,
89051090,Other,current,
02044310,Of lamb,current,
15163091,In immediate packings of a net content not exceeding 1 kg,current,
73066110,Of stainless steel,current,
39231090,Other,current,
72222011,"2,5 % or more of nickel",current,
84238980,Other,current,
44119490,Other,current,
85371098,Other,current,
84834029,Other,current,
73045181,Precision tubes,current,
22042298,Other,current,
84433210,Printers,current,
02074410,Boneless,current,
84081071,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000",current,
87044139,Used,current,
07142090,Other,current,
16024911,"Loins (excluding collars) and cuts thereof, including mixtures of loins or hams",current,
29412030,"Dihydrostreptomycin, its salts, esters and hydrates",current,
56081180,Other,current,
84818073,Of steel,current,
84269110,Hydraulic cranes designed for the loading and unloading of the vehicle,current,
73181582,Of less than 800 MPa,current,
85151990,Other,current,
11041969,Flaked,current,
56031420,"Carrier sheet, of polyester, specified in additional note 1 to this chapter",current,
64039191,Of less than 24 cm,current,
64035195,For men,current,
84238920,Using electronic means for gauging weight,current,
29339110,Chlordiazepoxide (INN),current,
85423310,Multi-component integrated circuits (MCOs),current,
62032918,Other,current,
85286920,Monochrome,current,
87029031,New,current,
87141010,Brakes and parts thereof,current,
43021935,Of rabbit or hare,current,
63013010,Knitted or crocheted,current,
30059050,Other,current,
22042283,White,current,
85446010,With copper conductors,current,
34012010,"Flakes, wafers, granules or powders",current,
56049010,"High-tenacity yarn of polyesters, of nylon or other polyamides or of viscose rayon, impregnated or coated",current,
01042010,Pure-bred breeding animals,current,
38249964,Other,current,
44079591,Sanded,current,
02050080,Frozen,current,
28439010,Amalgams,current,
03048822,Shortfin Mako shark (Isurus Oxyrinchus),current,
73269092,Open-die forged,current,
85238010,Unrecorded,current,
02076099,Other,current,
94042110,Of rubber,current,
81130020,Unwrought,current,
32082010,Solutions as defined in note 4 to this chapter,current,
84818071,Of cast iron,current,
48114120,"Of a width not exceeding 10 cm, the coating of which consists of unvulcanised natural or synthetic rubber",current,
84135020,Hydraulic units,current,
84672959,Other,current,
62034233,Of cut corduroy,current,
82055910,"Tools for masons, moulders, cement workers, plasterers and painters",current,
95030069,Other,current,
72249007,Other,current,
73202081,Coil compression springs,current,
21033010,Mustard flour and meal,current,
73259990,Other,current,
85158090,Other,current,
21069020,"Compound alcoholic preparations, other than those based on odoriferous substances, of a kind used for the manufacture of beverages",current,
55131120,Of a width of 165 cm or less,current,
84833080,Plain shaft bearings,current,
84145915,"Fans of a kind used solely or principally for cooling microprocessors, telecommunication apparatus, automatic data processing machines or units of automatic data processing machines",current,
15156011,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,current,
87042210,Specially designed for the transport of highly radioactive materials (Euratom),current,
64035905,"Made on a base or platform of wood, not having an inner sole",current,
10063042,Round grain,current,
01012990,Other,current,
04029151,"In immediate packings of a net content not exceeding 2,5 kg",current,
63051010,Used,current,
84145925,Axial fans,current,
61112010,"Gloves, mittens and mitts",current,
20093955,With an added sugar content not exceeding 30 % by weight,current,
39191080,Other,current,
15156099,"Solid, other; fluid",current,
70010099,Other,current,
38246019,Other,current,
75030010,"Of nickel, not alloyed",current,
22083049,More than 2 litres,current,
84651090,With automatic transfer of workpiece between each operation,current,
41041959,Other,current,
85021120,"Of an output not exceeding 7,5 kVA",current,
08112090,Other,current,
52122210,Mixed mainly or solely with flax,current,
38070010,Wood tar,current,
84072110,Of a cylinder capacity not exceeding 325 cm3,current,
19053205,With a water content exceeding 10 % by weight,current,
53061050,"Measuring less than 277,8 decitex (exceeding 36 metric number)",current,
03072910,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten",current,
84335390,Other,current,
72222039,"Less than 2,5 % of nickel",current,
58019090,Other,current,
50072021,"Plain-woven, unbleached or not further processed than scoured",current,
55159920,Unbleached or bleached,current,
29036980,Iodides,current,
90158080,Other,current,
95030029,Parts and accessories,current,
72230011,Containing by weight 28 % or more but not more than 31 % of nickel and 20 % or more but not more than 22 % of chromium,current,
65061080,Of other materials,current,
85065090,Other,current,
56012210,Rolls of a diameter not exceeding 8 mm,current,
48109290,Other,current,
72163291,With parallel flange faces,current,
62032930,Of wool or fine animal hair,current,
65050030,Peaked caps,current,
05051010,Raw,current,
76072010,"Of a thickness (excluding any backing) of less than 0,021 mm",current,
38160090,Other,current,
84614039,Other,current,
87163980,Used,current,
87022090,Of a cylinder capacity not exceeding 2500 cm3,current,
59050070,Of man-made fibres,current,
51081090,Other,current,
51071010,Unbleached,current,
84322950,Rotovators,current,
50072051,"Unbleached, scoured or bleached",current,
84596190,Other,current,
76020019,Other (including factory rejects),current,
81089050,"Plates, sheets, strip and foil",current,
84613010,Numerically controlled,current,
39201028,"0,94 or more",current,
39219060,Of addition polymerisation products,current,
87089491,Of closed-die forged steel,current,
84137065,With more than one entry impeller,current,
55152190,Other,current,
85399090,Other,current,
72202049,"Less than 2,5 % of nickel",current,
27101983,Hydraulic oils,current,
20085011,"Of an actual alcoholic strength by mass not exceeding 11,85 % mas",current,
73110030,Other,current,
29211999,Other,current,
89012010,Seagoing,current,
61101990,Women's or girls',current,
72089080,Other,current,
84563019,Other,current,
84811019,Of cast iron or of steel,current,
41141090,Of other animals,current,
33012942,Of rose,current,
78019990,Other,current,
85235190,Other,current,
58063290,Other,current,
87087050,"Wheels of aluminium; parts and accessories of wheels, of aluminium",current,
85286980,Other,current,
84573010,Numerically controlled,current,
87084020,For the industrial assembly of: Pedestrian-controlled tractors of subheading 870110; Vehicles of heading 8703; Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2500 cm3 or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2800 cm3; Vehicles of heading 8705,current,
10063096,Of a length/width ratio greater than 2 but less than 3,current,
84672920,Capable of operation without an external source of power,current,
62113342,Lower parts,current,
10061050,Medium grain,current,
58030030,Of silk or silk waste,current,
95030010,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages",current,
84201089,Other,current,
42021291,"Executive-cases, briefcases, school satchels and similar containers",current,
29071510,1-Naphthol,current,
96190040,"Sanitary towels (pads), tampons and similar articles",current,
04015031,In immediate packings of a net content not exceeding two litres,current,
39201089,Other,current,
18062070,Chocolate milk crumb,current,
87089299,Other,current,
87150010,Baby carriages,current,
84137045,Channel impeller pumps and side channel pumps,current,
70133759,Other,current,
20029041,In immediate packings of a net content exceeding 1 kg,current,
21022090,Other,current,
54011012,Polyester filament surrounded by cotton fibres,current,
15219010,"Spermaceti, whether or not refined or coloured",current,
72283061,80 mm or more,current,
81124110,Waste and scrap,current,
90241040,For hardness tests,current,
38111110,Based on tetraethyl-lead,current,
73063077,Other,current,
17041090,Containing 60 % or more by weight of sucrose (including invert sugar expressed as sucrose),current,
85444991,"Wire and cables, with individual conductor wires of a diameter exceeding 0,51 mm",current,
35029020,"Unfit, or to be rendered unfit, for human consumption",current,
84818040,Valves for pneumatic tyres and inner tubes,current,
94051150,Of glass,current,
58101010,Of a value exceeding € 35/kg (net weight),current,
52081296,Not exceeding 165 cm,current,
48030090,Other,current,
01022991,For slaughter,current,
38249961,"Intermediate products of the antibiotics manufacturing process obtained from the fermentation of Streptomyces tenebrarius, whether or not dried, for use in the manufacture of human medicaments of heading 3004",current,
03023591,For the industrial manufacture of products of heading 1604,current,
84778095,"Cutting, splitting and peeling machines",current,
73269098,Other,current,
20098195,Juice of fruit of the species Vaccinium macrocarpon,current,
16024290,Other,current,
44124199,Other,current,
44072799,Other,current,
62034339,Other,current,
04059090,Other,current,
62043290,Other,current,
84814010,Of cast iron or of steel,current,
29141910,5-Methylhexan-2-one,current,
72286080,Other,current,
17011390,Other,current,
29242970,Other,current,
58109190,Other,current,
38249970,"Fireproofing, waterproofing and similar protective preparations used in the building industry",current,
84401040,Unsewn (perfect) binding machines,current,
44071210,"End-jointed, whether or not planed or sanded",current,
84818087,Diaphragm valves,current,
20089928,Other,current,
15011090,Other,current,
22042106,With a protected designation of origin (PDO),current,
57033919,Other,current,
84748010,"Machinery for agglomerating, shaping or moulding ceramic paste",current,
89033210,Seagoing,current,
62034950,Other,current,
51113080,Of a weight exceeding 300 g/m2,current,
20098961,With an added sugar content exceeding 30 % by weight,current,
15011010,For industrial uses other than the manufacture of foodstuffs for human consumption,current,
32159070,Other,current,
96034090,Paint pads and rollers,current,
54012090,Put up for retail sale,current,
72072015,"0,25 % or more but less than 0,6 % of carbon",current,
84331910,Electric,current,
45049020,Corks and stoppers,current,
44141090,Other,current,
44151010,"Cases, boxes, crates, drums and similar packings",current,
85312020,Incorporating light-emitting diodes (LED),current,
39069040,"Copolymer of acrylonitrile with methyl acrylate, modified with polybutadiene-acrylonitrile (NBR)",current,
64029950,Slippers and other indoor footwear,current,
84778011,Machines for processing reactive resins,current,
10062099,Other,current,
47010010,Thermo-mechanical wood pulp,current,
44123310,With at least one outer ply of birch (Betula spp.),current,
87089591,Of closed-die forged steel,current,
90041099,Other,current,
63053390,Other,current,
20089732,Of tropical fruit (including mixtures containing by weight 50 % or more of tropical nuts and tropical fruit),current,
48064010,Glassine papers,current,
90172010,Other drawing instruments,current,
85023980,Other,current,
84518010,Machines used in the manufacture of linoleum or other floor coverings for applying the paste to the base fabric or other support,current,
62034110,Trousers and breeches,current,
73072210,Sleeves,current,
39201040,Other,current,
39046910,"Poly(vinyl fluoride), in one of the forms mentioned in note 6(b) to this chapter",current,
84331970,Other,current,
84803010,Of wood,current,
20098979,Other,current,
70134110,Gathered by hand,current,
43021915,"Of beaver, muskrat or fox",current,
08112051,Redcurrants,current,
29309040,"2,2′-Thiodiethylbis[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate]",current,
54011016,Textured yarn,current,
84571090,Other,current,
81110011,Unwrought manganese; powders,current,
73089051,Panels comprising two walls of profiled (ribbed) sheet with an insulating core,current,
37029710,Microfilm; film for the graphic arts,current,
72191410,"Containing by weight 2,5 % or more of nickel",current,
84672210,Chainsaws,current,
84109020,Stators,current,
01051111,Laying stocks,current,
20082090,Not containing added sugar,current,
89013090,Other,current,
44072590,Other,current,
85015350,Traction motors,current,
87141040,Silencers (mufflers) and exhaust pipes; parts thereof,current,
44101110,Unworked or not further worked than sanded (raw board),current,
88069920,Of an unladen weight exceeding 2 000 kg,current,
96140010,"Roughly shaped blocks of wood or root, for the manufacture of pipes",current,
96121080,Other,current,
52122110,Mixed mainly or solely with flax,current,
84213935,By a catalytic process,current,
87089420,For the industrial assembly of: Vehicles of heading 8703; Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2500 cm3 or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2800 cm3; Vehicles of heading 8705,current,
31021019,Other,current,
89069091,Of a weight not exceeding 100 kg each,current,
20098969,Not containing added sugar,current,
37079020,Developers and fixers,current,
11029010,Barley flour,current,
64029910,With uppers of rubber,current,
59022090,Other,current,
62033911,Industrial and occupational,current,
90015041,Single focal,current,
16041311,In olive oil,current,
51082090,Other,current,
55151990,Other,current,
84669360,Other,current,
87044210,Specially designed for the transport of highly radioactive materials (Euratom),current,
39072991,"Copolymer of 1-chloro-2,3-epoxypropane with ethylene oxide",current,
22084099,Other,current,
84239090,Other,current,
38089290,Other,current,
62034911,Industrial and occupational,current,
84271090,Other,current,
20086060,Not exceeding 1 kg,current,
07031090,Shallots,current,
48024090,Other,current,
44111310,Not mechanically worked or surface covered (raw board),current,
86079110,Axle-boxes and parts thereof,current,
03047930,Whiting (Merlangius merlangus),current,
44141010,Of tropical wood specified in additional note 2 to this chapter,current,
70181019,Other,current,
59050050,Of jute,current,
26190097,Other,current,
73041930,"Of an external diameter exceeding 168,3 mm but not exceeding 406,4 mm",current,
64035999,For women,current,
72044191,In bundles,current,
20082019,Other,current,
56031410,Coated or covered,current,
40169997,Other,current,
69032090,"Containing, by weight, 45 % or more of alumina (Al2O3)",current,
28441050,Ferro-uranium,current,
76129080,Other,current,
53089050,Paper yarn,current,
73181542,Of less than 800 MPa,current,
82078090,Other,current,
84662091,For lathes,current,
29146910,"1,4-Naphthoquinone",current,
95072010,"Fish-hooks, not snelled",current,
87091990,Other,current,
84388091,For the preparation or manufacture of drink,current,
02031915,Bellies (streaky) and cuts thereof,current,
94042910,Spring interior,current,
28439090,Other,current,
72202041,"2,5 % or more of nickel",current,
73121020,Of stainless steel,current,
61031010,Of wool or fine animal hair,current,
90014020,Not for the correction of vision,current,
61124910,Containing by weight 5 % or more of rubber thread,current,
29211940,"1,1,3,3-Tetramethylbutylamine",current,
29146980,Other,current,
81129950,Niobium (columbium),current,
44081015,"Planed; sanded; end-jointed, whether or not planed or sanded",current,
11041999,Other,current,
39206212,"Poly(ethylene terephthalate) film, of a thickness of 72 micrometres or more but not exceeding 79 micrometres, for the manufacture of flexible magnetic disks; poly(ethylene terephthalate) film, of a thickness of 100 micrometres or more but not exceeding 150 micrometres, for the manufacture of photopolymer printing plates",current,
68128010,Fabricated fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate,current,
84283920,Roller conveyors,current,
15131930,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,current,
44079190,Other,current,
73121098,Other,current,
85491410,"Spent primary cells, spent primary batteries",current,
84141025,"Rotary piston pumps, sliding vane rotary pumps, molecular drag pumps and Roots pumps",current,
16030080,Other,current,
02109949,Other,current,
27079950,Basic products,current,
62121010,In a set made up for retail sale containing a brassière and a pair of briefs,current,
62113341,Upper parts,current,
48025525,Weighing 60 g/m2 or more but less than 75 g/m2,current,
62014010,"Of a weight, per garment, not exceeding 1 kg",current,
85142080,Dielectric furnaces and ovens,current,
29209070,Other,current,
57029290,Other,current,
84233090,Other,current,
84201030,Of a kind used in the paper industry,current,
34023990,Other,current,
41012030,Wet-salted,current,
96099090,Other,current,
47073090,Other,current,
41041910,"Whole bovine (including buffalo) hides and skins, of a unit surface area not exceeding 28 square feet (2,6 m2)",current,
84082035,Exceeding 50 kW but not exceeding 100 kW,current,
70109079,"Not exceeding 0,055 l",current,
06049011,Reindeer moss,current,
43023055,Other,current,
52122310,Mixed mainly or solely with flax,current,
59113119,Other,current,
12051090,Other,current,
03044720,Porbeagle shark (Lamna nasus),current,
84079010,Of a cylinder capacity not exceeding 250 cm3,current,
56021011,Of jute or other textile bast fibres of heading 5303,current,
38089490,Other,current,
38030010,Crude,current,
64035991,Of less than 24 cm,current,
30059031,Gauze and articles of gauze,current,
27079980,Phenols,current,
44072915,"End-jointed, whether or not planed or sanded",current,
52081190,Other,current,
72209020,Perforated,current,
82076070,For working metal,current,
10051090,Other,current,
82079010,With working part of diamond or agglomerated diamond,current,
90292038,Other,current,
82077010,Of cermets,current,
85369010,Connections and contact elements for wire and cables,current,
72230019,Other,current,
29091990,Other,current,
84039090,Other,current,
84185090,Other refrigerating furniture,current,
85272198,Other,current,
85392998,Not exceeding 100 V,current,
92011010,New,current,
35079090,Other,current,
85340011,Multilayer circuits,current,
72222021,"2,5 % or more of nickel",current,
85437005,"Portable battery operated electronic readers for recording and reproducing text, still image or audio file",current,
62034211,Industrial and occupational,current,
44101190,Other,current,
72124020,"Tinplate, not further worked than varnished; products, plated or coated with chromium oxides or with chromium and chromium oxides, varnished",current,
48109910,"Bleached paper and paperboard, coated with kaolin",current,
85238090,Other,current,
72011011,Containing by weight 1 % or less of silicon,current,
81122110,Alloys containing more than 10 % by weight of nickel,current,
72125020,Plated or coated with chromium oxides or with chromium and chromium oxides,current,
20081110,Peanut butter,current,
33011390,Deterpenated,current,
61153011,Knee-length stockings,current,
57024190,Other,current,
72253010,Of tool steel,current,
29314980,Other,current,
72149910,Of a type used for concrete reinforcement,current,
70071910,Enamelled,current,
84141089,Other,current,
85079080,Other,current,
20081198,Other,current,
94054210,Searchlights and spotlights,current,
39232910,Of poly(vinyl chloride),current,
85166090,Other,current,
87041010,"With compression-ignition internal combustion piston engine (diesel or semi-diesel), or with spark-ignition internal combustion piston engine",current,
87019390,Other,current,
85402080,Other,current,
56081911,"Of twine, cordage, rope or cables",current,
55141910,Of polyester staple fibres,current,
53089019,"Measuring less than 277,8 decitex (exceeding 36 metric number)",current,
70109010,Preserving jars (sterilising jars),current,
20029011,In immediate packings of a net content exceeding 1 kg,current,
94056920,Of plastics,current,
73072980,Other,current,
84182151,Table model,current,
85433070,Other,current,
87082210,For the industrial assembly of: Pedestrian-controlled tractors of subheading 870110; Vehicles of heading 8703; Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2500 cm3 or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2800 cm3; Vehicles of heading 8705,current,
72072059,Forged,current,
40082190,Other,current,
87044310,Specially designed for the transport of highly radioactive materials (Euratom),current,
90278930,"pH meters, rH meters and other apparatus for measuring conductivity",current,
20060099,Other,current,
94042990,Other,current,
72283049,Other,current,
06049019,Other,current,
84238289,Other,current,
85389099,Other,current,
85269180,Other,current,
50072019,Other,current,
04041006,Exceeding 27 %,current,
07112010,For uses other than the production of oil,current,
84198910,Cooling towers and similar plant for direct cooling (without a separating wall) by means of recirculated water,current,
70200007,Unfinished,current,
29061310,Sterols,current,
84602910,For cylindrical surfaces,current,
96190089,"Other (for example, incontinence care articles)",current,
95030099,Other,current,
81069010,Unwrought bismuth; waste and scrap; powders,current,
90258020,"Barometers, not combined with other instruments",current,
84778099,Other,current,
20089923,Other,current,
72287090,Other,current,
51123080,Of a weight exceeding 200 g/m2,current,
41071211,Boxcalf,current,
15041091,Of halibut,current,
84769010,Parts of money-changing machines,current,
29333955,4-Methylpyridine,current,
89040091,Seagoing,current,
17029079,Other,current,
84813099,Other,current,
84733080,Other,current,
29349960,"Chlorprothixene (INN); thenalidine (INN) and its tartrates and maleates; furazolidone (INN); 7-aminocephalosporanic acid; salts and esters of (6R,7R)-3-acetoxymethyl-7-[(R)-2-formyloxy-2-phenylacetamido]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; 1-[2-(1,3-dioxan-2-yl)ethyl]-2-methylpyridinium bromide",current,
72085198,Less than 2050 mm,current,
84281080,Other,current,
03054410,Eels (Anguilla spp.),current,
84834023,Bevel and bevel/spur,current,
72119080,Other,current,
85287240,With a screen of the liquid crystal display (LCD) technology,current,
51119010,Containing a total of more than 10 % by weight of textile materials of Chapter 50,current,
04072990,Other,current,
87032110,New,current,
87149690,Parts,current,
20091199,Other,current,
94054110,Searchlights and spotlights,current,
22084091,Of a value exceeding € 2 per litre of pure alcohol,current,
62032280,Other,current,
29389030,Glycyrrhizic acid and glycyrrhizates,current,
29333999,Other,current,
27079919,Other,current,
34023910,Aqueous solution containing by weight 30 % or more but not more than 50 % of disodium alkyl [oxydi(benzenesulphonate)],current,
20091998,Other,current,
47073010,"Old and unsold newspapers and magazines, telephone directories, brochures and printed advertising material",current,
70133799,Other,current,
44091018,Other,current,
33029090,Other,current,
85232915,Unrecorded,current,
62034990,Of other textile materials,current,
45049080,Other,current,
84244910,Sprayers and powder distributors designed to be mounted on or drawn by tractors,current,
40112090,With a load index exceeding 121,current,
84198998,Other,current,
72249002,Of tool steel,current,
84133080,Other,current,
90171090,Other,current,
59021010,Impregnated with rubber,current,
72011019,Containing by weight more than 1 % of silicon,current,
19022091,Cooked,current,
21021039,Other,current,
64061010,Of leather,current,
35011010,For the manufacture of regenerated textile fibres,current,
84162020,Combination burners,current,
69120025,Earthenware or fine pottery,current,
03044710,Piked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.),current,
27109190,"Other, containing polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs), whether or not also containing polychlorinated biphenyls (PCBs) at a concentration level of less than 50 mg/kg",current,
90262040,Spiral or metal diaphragm type pressure gauges,current,
84778091,Size reduction equipment,current,
85044060,Accumulator chargers,current,
84829190,Other,current,
11042985,Of rye,current,
85141980,Other,current,
38249915,Ion-exchangers,current,
28442099,Other,current,
84621190,Other,current,
84039010,Of cast iron,current,
20099096,Other,current,
72241090,Other,current,
39046920,Fluoroelastomers FKM,current,
85159080,Other,current,
90014041,Single focal,current,
22042994,Other,current,
20029049,In immediate packings of a net content not exceeding 1 kg,current,
85013310,Hydrogen fuel cell generators,current,
90278990,Other,current,
48024010,Not containing fibres obtained by a mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres,current,
84122989,Other,current,
29314960,Butyl methylphosphinate,current,
29335910,Diazinon (ISO),current,
62046918,Other,current,
22084031,"Of a value exceeding € 7,9 per litre of pure alcohol",current,
41071119,Other,current,
51062010,Containing 85 % or more by weight of wool and fine animal hair,current,
73045930,"Straight and of uniform wall thickness, of alloy steel containing by weight not less than 0,9 % but not more than 1,15 % of carbon, not less than 0,5 % but not more than 2 % of chromium and, if present, not more than 0,5 % of molybdenum",current,
19024010,Unprepared,current,
59032090,"Coated, covered or laminated",current,
68101110,"Of light concrete (with a basis of crushed pumice, granulated slag, etc.)",current,
53082090,Put up for retail sale,current,
46019405,"Plaits and similar products of plaiting materials, whether or not assembled into strips",current,
03023690,Other,current,
82079050,Gear-cutting tools,current,
84614079,Other,current,
48239085,Other,current,
28013090,Bromine,current,
84834030,Ball or roller screws,current,
84836020,Of cast iron or cast steel,current,
84322990,Other,current,
44072210,"Sanded; end-jointed, whether or not planed or sanded",current,
85161080,Other,current,
56031390,Other,current,
38249950,Preparations for electroplating,current,
55132390,Other,current,
42029219,Other,current,
27011210,Coking coal,current,
07142010,"Fresh, whole, intended for human consumption",current,
44034910,"Acajou d'Afrique, iroko and sapelli",current,
03063590,Other,current,
61161020,"Gloves impregnated, coated, covered or laminated with rubber",current,
94032020,Beds,current,
59069990,Other,current,
70181090,Other,current,
84332050,Designed to be carried on or hauled by a tractor,current,
62099090,Of other textile materials,current,
84238125,Shop scales,current,
62042280,Other,current,
38089190,Other,current,
22042194,Other,current,
18069031,Filled,current,
76061150,"Painted, varnished or coated with plastics",current,
20060010,Ginger,current,
68042290,Other,current,
86079910,Axle-boxes and parts thereof,current,
62046290,Other,current,
39202021,Biaxially oriented,current,
22011011,Not carbonated,current,
20083079,Other,current,
85311095,Other,current,
20098971,Cherry juice,current,
42021190,Other,current,
44079399,Other,current,
87042191,New,current,
53062010,Not put up for retail sale,current,
52083296,Not exceeding 165 cm,current,
73181562,Of stainless steel,current,
84672970,Planers,current,
20096911,Of a value not exceeding € 22 per 100 kg net weight,current,
87085035,"Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles",current,
72149190,"Containing by weight 0,25 % or more of carbon",current,
76071119,Other,current,
90321080,Other,current,
39201024,"Stretch film, not printed",current,
22030010,In containers holding more than 10 litres,current,
03023190,Other,current,
16023290,Other,current,
64019210,With uppers of rubber,current,
44182980,Other,current,
84543090,Other,current,
82029980,For working other materials,current,
85291065,"Inside aerials for radio or television broadcast receivers, including built-in types",current,
29161910,Undecenoic acids and their salts and esters,current,
83024110,For doors,current,
03053290,Other,current,
39172210,"Seamless and of a length exceeding the maximum cross-sectional dimension, whether or not surface-worked, but not otherwise worked",current,
86090090,Other,current,
85041020,"Inductors, whether or not connected with a capacitor",current,
29091910,"Tert-butyl ethyl ether (ethyl-tertio-butyl-ether, ETBE)",current,
56031290,Other,current,
73072310,Elbows and bends,current,
39233010,Of a capacity not exceeding two litres,current,
96081092,With replaceable refill,current,
15141110,For technical or industrial uses other than the manufacture of foodstuffs for human consumption,current,
96039091,"Road-sweeping brushes; household type brooms and brushes, including shoe brushes and clothes brushes; brushes for grooming animals",current,
44079115,"Sanded; end-jointed, whether or not planed or sanded",current,
61101290,Women's or girls',current,
84431920,For printing textile materials,current,
90321020,Electronic,current,
39219010,Of polyesters,current,
84411010,Combined reel slitting and re-reeling machines,current,
41071111,Boxcalf,current,
84189910,"Evaporators and condensers, excluding those for refrigerators of the household type",current,
82090020,Indexable inserts,current,
27079991,For the manufacture of the products of heading 2803,current,
87045210,Specially designed for the transport of highly radioactive materials (Euratom),current,
70109099,Of coloured glass,current,
84081091,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000",current,
90189020,Endoscopes,current,
87044199,Used,current,
96190081,Napkins and napkin liners for babies,current,
84137030,Glandless impeller pumps for heating systems and warm water supply,current,
19059080,Other,current,
02062999,Other,current,
84122920,Hydraulic systems,current,
94051140,Of plastics or of ceramic materials,current,
03055390,Other,current,
70010091,Optical glass,current,
62032380,Other,current,
70060090,Other,current,
42022210,Of sheeting of plastics,current,
33021040,Other,current,
84431310,Used,current,
84182110,Of a capacity exceeding 340 litres,current,
84331190,Other,current,
85149070,Other,current,
87043210,Specially designed for the transport of highly radioactive materials (Euratom),current,
04032019,Exceeding 6 %,current,
61042910,Of wool or fine animal hair,current,
87021019,Used,current,
41044911,"East India kip, whole or with the head and legs removed, each of a net weight of not more than 4,5 kg, not further prepared than vegetable tanned, whether or not having undergone certain treatments, but obviously unsuitable for immediate use for the manufacture of leather articles",current,
17026095,Other,current,
03055110,"Dried, unsalted",current,
44072998,Other,current,
84733020,Electronic assemblies,current,
04039069,Exceeding 6 %,current,
